node_name	node_type
CL:0000691	0
CL:0000693	0
CL:0005000	0
CL:0008031	0
CL:4023077	0
CL:4023083	0
CL:0000152	0
CL:0000154	0
CL:0000157	0
CL:0000159	0
CL:0000161	0
CL:0000163	0
CL:0000167	0
CL:0000168	0
CL:0000170	0
CL:0000172	0
CL:0000174	0
CL:0000319	0
CL:0000447	0
CL:0000457	0
CL:0000458	0
CL:0000459	0
CL:0000593	0
CL:1000272	0
CL:0000114	0
CL:0000133	0
CL:0000122	0
CL:0000740	0
CL:0002610	0
CL:0002612	0
CL:0012001	0
CL:4023066	0
CL:4023092	0
CL:4023093	0
CL:4023094	0
CL:4023095	0
CL:0000123	0
CL:0000125	0
CL:0000126	0
CL:0002573	0
CL:0010020	0
CL:1001579	0
CL:4023154	0
CL:0000128	0
CL:2000005	0
CL:0000218	0
CL:0000147	0
CL:0000306	0
CL:0000311	0
CL:0000138	0
CL:0000153	0
CL:0000667	0
CL:0000145	0
CL:0000451	0
CL:0000842	0
CL:0002087	0
CL:2000074	0
CL:0000149	0
CL:0000327	0
CL:0000158	0
CL:0000164	0
CL:0000622	0
CL:0002656	0
CL:0002657	0
CL:0002658	0
CL:0002659	0
CL:1001588	0
CL:1001589	0
CL:1001591	0
CL:1001592	0
CL:1001595	0
CL:1001598	0
CL:1001599	0
CL:0000165	0
CL:0002074	0
CL:0008024	0
CL:0000393	0
CL:0000710	0
CL:0000242	0
CL:0000507	0
CL:0000509	0
CL:0000696	0
CL:0000169	0
CL:0000171	0
CL:0000173	0
CL:0002275	0
CL:0000502	0
CL:0000508	0
CL:0002067	0
CL:0009006	0
CL:0009042	0
CL:0009063	0
CL:1001516	0
CL:0002264	0
CL:0002265	0
CL:0002266	0
CL:0002267	0
CL:0000417	0
CL:0008000	0
CL:0008007	0
CL:0008008	0
CL:0008009	0
CL:0002149	0
CL:0002261	0
CL:0002368	0
CL:0000217	0
CL:0002377	0
CL:0000562	0
CL:0002421	0
CL:0000525	0
CL:0000779	0
CL:0002372	0
CL:0000237	0
CL:0009066	0
CL:0002159	0
CL:0000287	0
CL:0000488	0
CL:0010009	0
CL:2000019	0
CL:0002145	0
CL:0002209	0
CL:0002170	0
CL:0002637	0
CL:0000313	0
CL:0002132	0
CL:0002255	0
CL:0002574	0
CL:0009021	0
CL:0009022	0
CL:0009040	0
CL:0009053	0
CL:0010001	0
CL:0007004	0
CL:0000335	0
CL:0000569	0
CL:0000351	0
CL:1000274	0
CL:0000352	0
CL:0000353	0
CL:0000365	0
CL:0008002	0
CL:0008017	0
CL:0000357	0
CL:0000646	0
CL:0000377	0
CL:0000404	0
CL:0011001	0
CL:2000047	0
CL:0000444	0
CL:0000737	0
CL:0000746	0
CL:1000409	0
CL:1000410	0
CL:0000778	0
CL:0010004	0
CL:2000001	0
CL:0000506	0
CL:0002180	0
